1D Network settings: o=[ 1.8 12.0 ] nConns=8 nHidden=12 trials=68

run,hemisphere,global_target,local_target,nConns,nHidden
1,1,0.01003,0.02446,   8,  12
2,1,0.00484,0.00695,   8,  12
3,1,0.00678,0.01052,   8,  12
4,1,0.00920,0.01357,   8,  12
5,1,0.00462,0.01314,   8,  12
6,1,0.00742,0.01090,   8,  12
7,1,0.01336,0.01789,   8,  12
8,1,0.01331,0.02799,   8,  12
9,1,0.01169,0.01256,   8,  12
10,1,0.00685,0.00944,   8,  12
11,1,0.01557,0.01313,   8,  12
12,1,0.00414,0.01560,   8,  12
13,1,0.00956,0.00819,   8,  12
14,1,0.00551,0.01315,   8,  12
15,1,0.00268,0.02130,   8,  12
16,1,0.00394,0.00557,   8,  12
17,1,0.00630,0.01023,   8,  12
18,1,0.04208,0.01423,   8,  12
19,1,0.01966,0.01575,   8,  12
20,1,0.00426,0.01357,   8,  12
21,1,0.00643,0.02344,   8,  12
22,1,0.00643,0.01320,   8,  12
23,1,0.00838,0.00549,   8,  12
24,1,0.01045,0.00598,   8,  12
25,1,0.01447,0.00634,   8,  12
26,1,0.00819,0.00616,   8,  12
27,1,0.01090,0.03018,   8,  12
28,1,0.00623,0.02243,   8,  12
29,1,0.01153,0.02895,   8,  12
30,1,0.01147,0.01377,   8,  12
31,1,0.00123,0.00961,   8,  12
32,1,0.01781,0.00963,   8,  12
33,1,0.02553,0.01828,   8,  12
34,1,0.02211,0.00901,   8,  12
35,1,0.00690,0.00972,   8,  12
36,1,0.01535,0.02971,   8,  12
37,1,0.01716,0.04900,   8,  12
38,1,0.02106,0.01986,   8,  12
39,1,0.03804,0.03427,   8,  12
40,1,0.02536,0.01233,   8,  12
41,1,0.02089,0.01333,   8,  12
42,1,0.01026,0.01258,   8,  12
43,1,0.01775,0.01115,   8,  12
44,1,0.01570,0.00521,   8,  12
45,1,0.02320,0.01858,   8,  12
46,1,0.02563,0.01622,   8,  12
47,1,0.00016,0.00001,   8,  12
48,1,0.02228,0.02042,   8,  12
49,1,0.01901,0.02557,   8,  12
50,1,0.02610,0.02151,   8,  12
51,1,0.00687,0.01886,   8,  12
52,1,0.02186,0.02227,   8,  12
53,1,0.01113,0.01503,   8,  12
54,1,0.00379,0.00867,   8,  12
55,1,0.01134,0.01430,   8,  12
56,1,0.01129,0.00750,   8,  12
57,1,0.00728,0.02548,   8,  12
58,1,0.00367,0.02206,   8,  12
59,1,0.01525,0.01531,   8,  12
60,1,0.01562,0.01983,   8,  12
61,1,0.01690,0.01364,   8,  12
62,1,0.01251,0.02072,   8,  12
63,1,0.01138,0.02033,   8,  12
64,1,0.01640,0.03492,   8,  12
65,1,0.00604,0.02161,   8,  12
66,1,0.01254,0.01971,   8,  12
67,1,0.01306,0.01056,   8,  12
68,1,0.01329,0.01132,   8,  12
1,2,0.00327,0.01317,   8,  12
2,2,0.00823,0.03075,   8,  12
3,2,0.00657,0.01373,   8,  12
4,2,0.00570,0.02094,   8,  12
5,2,0.00593,0.01515,   8,  12
6,2,0.01133,0.02738,   8,  12
7,2,0.00593,0.02499,   8,  12
8,2,0.00661,0.04020,   8,  12
9,2,0.01243,0.02100,   8,  12
10,2,0.00258,0.00814,   8,  12
11,2,0.00206,0.02832,   8,  12
12,2,0.00807,0.09055,   8,  12
13,2,0.00352,0.00888,   8,  12
14,2,0.00646,0.03039,   8,  12
15,2,0.00841,0.01584,   8,  12
16,2,0.01229,0.01184,   8,  12
17,2,0.00932,0.06184,   8,  12
18,2,0.00770,0.02211,   8,  12
19,2,0.00857,0.01173,   8,  12
20,2,0.00618,0.00801,   8,  12
21,2,0.00466,0.01206,   8,  12
22,2,0.01333,0.03598,   8,  12
23,2,0.00282,0.01428,   8,  12
24,2,0.00580,0.02035,   8,  12
25,2,0.00387,0.02971,   8,  12
26,2,0.00926,0.02475,   8,  12
27,2,0.00000,0.00000,   8,  12
28,2,0.01873,0.01414,   8,  12
29,2,0.00432,0.05928,   8,  12
30,2,0.01431,0.05616,   8,  12
31,2,0.01842,0.03164,   8,  12
32,2,0.02261,0.03796,   8,  12
33,2,0.00560,0.00952,   8,  12
34,2,0.01278,0.00608,   8,  12
35,2,0.01534,0.03848,   8,  12
36,2,0.01206,0.01757,   8,  12
37,2,0.02121,0.04051,   8,  12
38,2,0.00586,0.01009,   8,  12
39,2,0.00813,0.01436,   8,  12
40,2,0.00986,0.01367,   8,  12
41,2,0.00679,0.00734,   8,  12
42,2,0.02365,0.01920,   8,  12
43,2,0.00336,0.01869,   8,  12
44,2,0.00929,0.01986,   8,  12
45,2,0.00502,0.03396,   8,  12
46,2,0.00268,0.01537,   8,  12
47,2,0.01033,0.01595,   8,  12
48,2,0.01420,0.03612,   8,  12
49,2,0.00709,0.00974,   8,  12
50,2,0.00726,0.01694,   8,  12
51,2,0.02689,0.02259,   8,  12
52,2,0.00509,0.01760,   8,  12
53,2,0.01157,0.02694,   8,  12
54,2,0.00822,0.02930,   8,  12
55,2,0.01788,0.03387,   8,  12
56,2,0.00332,0.03684,   8,  12
57,2,0.00418,0.07246,   8,  12
58,2,0.00931,0.02926,   8,  12
59,2,0.00223,0.06945,   8,  12
60,2,0.01589,0.02855,   8,  12
61,2,0.01717,0.02855,   8,  12
62,2,0.00471,0.01195,   8,  12
63,2,0.00743,0.03831,   8,  12
64,2,0.01453,0.01148,   8,  12
65,2,0.00354,0.04959,   8,  12
66,2,0.04838,0.02769,   8,  12
67,2,0.01874,0.02828,   8,  12
68,2,0.00551,0.04003,   8,  12
